complaint_id,officer_initials,po_race,po_sex,allegations_investigated,investigative_findings,disciplinary_findings,po_assigned_unit,po_district_number,officer_id,officer_complaint_id,discipline_id
15-0095,RR,latino,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,15-0095-RR,15-0095-RR-Departmental Violation
15-0095,RR,latino,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0095-RR,15-0095-RR-Physical Abuse
15-0095,RR,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0095-RR,15-0095-RR-Departmental Violation
15-0096,HG,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,15-0096-HG,15-0096-HG-Unprofessional Conduct
15-0097,KD,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,15-0097-KD,15-0097-KD-Departmental Violation
15-0097,TC,white,male,Criminal Allegation,No Sustained Findings,Not Applicable,,,,15-0097-TC,15-0097-TC-Criminal Allegation
15-0097,TC,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,15-0097-TC,15-0097-TC-Departmental Violation
15-0097,PF,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,15-0097-PF,15-0097-PF-Departmental Violation
15-0097,MK,black,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,15-0097-MK,15-0097-MK-Departmental Violation
15-0097,PF,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,15-0097-PF,15-0097-PF-Departmental Violation
15-0097,PF,white,male,Criminal Allegation,No Sustained Findings,Not Applicable,,,,15-0097-PF,15-0097-PF-Criminal Allegation
15-0097,KM,white,male,Criminal Allegation,No Sustained Findings,Not Applicable,,,,15-0097-KM,15-0097-KM-Criminal Allegation
15-0097,KM,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,15-0097-KM,15-0097-KM-Departmental Violation
15-0098,TM,black,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0098-TM,15-0098-TM-Lack of Service
15-0099,RR,white,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0099-RR,15-0099-RR-Lack of Service
15-0099,TB,black,female,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0099-TB,15-0099-TB-Lack of Service
15-0100,GD,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0100-GD,15-0100-GD-Physical Abuse
15-0100,GD,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0100-GD,15-0100-GD-Departmental Violation
15-0100,MH,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0100-MH,15-0100-MH-Departmental Violation
15-0100,MH,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0100-MH,15-0100-MH-Physical Abuse
15-0100,RA,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0100-RA,15-0100-RA-Departmental Violation
15-0100,RA,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0100-RA,15-0100-RA-Physical Abuse
15-0101,SW,black,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0101-SW,15-0101-SW-Physical Abuse
15-0101,PT,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0101-PT,15-0101-PT-Departmental Violation
15-0101,PT,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0101-PT,15-0101-PT-Physical Abuse
15-0102,AL,latino,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0102-AL,15-0102-AL-Lack of Service
15-0102,KD,black,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0102-KD,15-0102-KD-Lack of Service
15-0103,,,,Criminal Allegation,No Sustained Findings,Not Applicable,,,,15-0103-,15-0103--Criminal Allegation
15-0104,LB,black,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,15-0104-LB,15-0104-LB-Departmental Violation
15-0104,LB,black,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0104-LB,15-0104-LB-Lack of Service
15-0105,EH,black,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0105-EH,15-0105-EH-Departmental Violation
15-0105,JJ,black,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0105-JJ,15-0105-JJ-Departmental Violation
15-0105,CB,black,female,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0105-CB,15-0105-CB-Departmental Violation
15-0106,FM,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0106-FM,15-0106-FM-Departmental Violation
15-0106,JO,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0106-JO,15-0106-JO-Physical Abuse
15-0107,NC,white,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0107-NC,15-0107-NC-Lack of Service
15-0107,TS,black,female,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0107-TS,15-0107-TS-Lack of Service
15-0108,DQ,white,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0108-DQ,15-0108-DQ-Lack of Service
15-0108,DQ,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,15-0108-DQ,15-0108-DQ-Unprofessional Conduct
15-0108,DQ,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,15-0108-DQ,15-0108-DQ-Unprofessional Conduct
15-0109,WG,white,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0109-WG,15-0109-WG-Lack of Service
15-0109,DV,black,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0109-DV,15-0109-DV-Lack of Service
15-0110,EM,black,male,Harassment,No Sustained Findings,Not Applicable,,,,15-0110-EM,15-0110-EM-Harassment
15-0110,EM,black,male,Departmental Violation,Sustained Finding,No Guilty Findings,,,,15-0110-EM,15-0110-EM-Departmental Violation
15-0111,KT,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,15-0111-KT,15-0111-KT-Unprofessional Conduct
15-0112,HP,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,15-0112-HP,15-0112-HP-Unprofessional Conduct
15-0112,HP,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,15-0112-HP,15-0112-HP-Verbal Abuse
15-0113,,,,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0113-,15-0113--Lack of Service
15-0114,SS,black,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0114-SS,15-0114-SS-Departmental Violation
15-0114,BC,black,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0114-BC,15-0114-BC-Departmental Violation
15-0115,NN,latino,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0115-NN,15-0115-NN-Physical Abuse
15-0115,FR,latino,male,Departmental Violation,Sustained Finding,Guilty Finding,,,,15-0115-FR,15-0115-FR-Departmental Violation
15-0115,FR,latino,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0115-FR,15-0115-FR-Physical Abuse
15-0116,JH,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0116-JH,15-0116-JH-Physical Abuse
15-0116,JH,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,15-0116-JH,15-0116-JH-Verbal Abuse
15-0116,JH,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0116-JH,15-0116-JH-Departmental Violation
15-0117,MC,black,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0117-MC,15-0117-MC-Lack of Service
15-0118,MF,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0118-MF,15-0118-MF-Physical Abuse
15-0118,MF,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,15-0118-MF,15-0118-MF-Verbal Abuse
15-0118,MF,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,15-0118-MF,15-0118-MF-Verbal Abuse
15-0118,ES,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,15-0118-ES,15-0118-ES-Verbal Abuse
15-0118,KE,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,15-0118-KE,15-0118-KE-Unprofessional Conduct
15-0118,VP,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,15-0118-VP,15-0118-VP-Verbal Abuse
15-0118,VP,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,15-0118-VP,15-0118-VP-Verbal Abuse
15-0118,VP,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0118-VP,15-0118-VP-Physical Abuse
15-0118,KE,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,15-0118-KE,15-0118-KE-Verbal Abuse
15-0119,GD,latino,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0119-GD,15-0119-GD-Lack of Service
15-0120,TG,white,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0120-TG,15-0120-TG-Lack of Service
15-0121,TW,white,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,,,,15-0121-TW,15-0121-TW-Civil Rights Complaint
15-0121,TW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0121-TW,15-0121-TW-Departmental Violation
15-0121,MP,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0121-MP,15-0121-MP-Departmental Violation
15-0121,MP,white,male,Civil Rights Complaint,No Sustained Findings,Not Applicable,,,,15-0121-MP,15-0121-MP-Civil Rights Complaint
15-0122,MG,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,15-0122-MG,15-0122-MG-Departmental Violation
15-0122,MG,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0122-MG,15-0122-MG-Physical Abuse
15-0122,MG,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0122-MG,15-0122-MG-Departmental Violation
15-0122,CF,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0122-CF,15-0122-CF-Departmental Violation
15-0122,EW,black,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,15-0122-EW,15-0122-EW-Departmental Violation
15-0122,EW,black,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0122-EW,15-0122-EW-Departmental Violation
15-0122,TP,latino,female,Departmental Violation,Sustained Finding,Training/Counseling,,,,15-0122-TP,15-0122-TP-Departmental Violation
15-0122,TP,latino,female,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0122-TP,15-0122-TP-Departmental Violation
15-0122,KK,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0122-KK,15-0122-KK-Departmental Violation
15-0122,KK,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0122-KK,15-0122-KK-Departmental Violation
15-0123,GS,latino,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,15-0123-GS,15-0123-GS-Verbal Abuse
15-0123,EK,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0123-EK,15-0123-EK-Departmental Violation
15-0123,EK,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,15-0123-EK,15-0123-EK-Verbal Abuse
15-0123,EK,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0123-EK,15-0123-EK-Physical Abuse
15-0124,DR,black,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0124-DR,15-0124-DR-Departmental Violation
15-0125,,,,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0125-,15-0125--Lack of Service
15-0126,AF,black,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0126-AF,15-0126-AF-Physical Abuse
15-0127,NL,asian,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0127-NL,15-0127-NL-Lack of Service
15-0128,LL,black,male,Criminal Allegation,No Sustained Findings,Not Applicable,,,,15-0128-LL,15-0128-LL-Criminal Allegation
15-0129,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0129-,15-0129--Departmental Violation
15-0129,MM,white,male,Physical Abuse,Sustained Finding,Pending,,,,15-0129-MM,15-0129-MM-Physical Abuse
15-0129,MM,white,male,Departmental Violation,Sustained Finding,Pending,,,,15-0129-MM,15-0129-MM-Departmental Violation
15-0129,JM,black,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0129-JM,15-0129-JM-Physical Abuse
15-0130,,,,Criminal Allegation,No Sustained Findings,Not Applicable,,,,15-0130-,15-0130--Criminal Allegation
15-0131,DC,white,female,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0131-DC,15-0131-DC-Physical Abuse
15-0131,DC,white,female,Departmental Violation,Sustained Finding,Training/Counseling,,,,15-0131-DC,15-0131-DC-Departmental Violation
15-0131,NN,latino,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,15-0131-NN,15-0131-NN-Departmental Violation
15-0131,NN,latino,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0131-NN,15-0131-NN-Physical Abuse
15-0132,,,,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,15-0132-,15-0132--Unprofessional Conduct
15-0133,SB,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0133-SB,15-0133-SB-Physical Abuse
15-0134,LA,black,female,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0134-LA,15-0134-LA-Lack of Service
15-0135,HP,asian,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,15-0135-HP,15-0135-HP-Departmental Violation
15-0135,HP,asian,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0135-HP,15-0135-HP-Departmental Violation
15-0135,MM,black,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0135-MM,15-0135-MM-Physical Abuse
15-0135,CB,black,female,Departmental Violation,Sustained Finding,Training/Counseling,,,,15-0135-CB,15-0135-CB-Departmental Violation
15-0135,DN,asian,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0135-DN,15-0135-DN-Physical Abuse
15-0135,CB,black,female,Departmental Violation,Sustained Finding,Training/Counseling,,,,15-0135-CB,15-0135-CB-Departmental Violation
15-0135,CB,black,female,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0135-CB,15-0135-CB-Physical Abuse
15-0135,CB,black,female,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0135-CB,15-0135-CB-Departmental Violation
15-0136,JP,black,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0136-JP,15-0136-JP-Physical Abuse
15-0136,JP,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,15-0136-JP,15-0136-JP-Verbal Abuse
15-0136,HP,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,15-0136-HP,15-0136-HP-Verbal Abuse
15-0137,MD,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0137-MD,15-0137-MD-Physical Abuse
15-0137,MD,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0137-MD,15-0137-MD-Departmental Violation
15-0137,BB,white,male,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0137-BB,15-0137-BB-Departmental Violation
15-0137,BB,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0137-BB,15-0137-BB-Physical Abuse
15-0138,,,,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0138-,15-0138--Physical Abuse
15-0138,,,,Verbal Abuse,No Sustained Findings,Not Applicable,,,,15-0138-,15-0138--Verbal Abuse
15-0139,RB,black,female,Criminal Allegation,No Sustained Findings,Not Applicable,,,,15-0139-RB,15-0139-RB-Criminal Allegation
15-0140,TM,white,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0140-TM,15-0140-TM-Lack of Service
15-0141,JB,white,female,Harassment,No Sustained Findings,Not Applicable,,,,15-0141-JB,15-0141-JB-Harassment
15-0142,RG,white,male,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0142-RG,15-0142-RG-Physical Abuse
15-0142,RG,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,15-0142-RG,15-0142-RG-Unprofessional Conduct
15-0142,RG,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,,,,15-0142-RG,15-0142-RG-Verbal Abuse
15-0142,RG,white,male,Departmental Violation,Sustained Finding,Training/Counseling,,,,15-0142-RG,15-0142-RG-Departmental Violation
15-0143,JD,white,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0143-JD,15-0143-JD-Lack of Service
15-0143,SD,white,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0143-SD,15-0143-SD-Lack of Service
15-0144,RG,black,female,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0144-RG,15-0144-RG-Lack of Service
15-0144,MM,white,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0144-MM,15-0144-MM-Lack of Service
15-0145,RH,white,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0145-RH,15-0145-RH-Lack of Service
15-0145,JW,white,male,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0145-JW,15-0145-JW-Lack of Service
15-0146,,,,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0146-,15-0146--Physical Abuse
15-0147,DM,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,14975664,15-0147-14975664,15-0147-14975664-Unprofessional Conduct
15-0148,GS,white,male,Lack of Service,No Sustained Findings,Not Applicable,0800 08TH DISTRICT,8,32476884,15-0148-32476884,15-0148-32476884-Lack of Service
15-0149,DH,black,male,Harassment,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,76295167,15-0149-76295167,15-0149-76295167-Harassment
15-0149,DH,black,male,Lack of Service,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,76295167,15-0149-76295167,15-0149-76295167-Lack of Service
15-0149,DH,latino,male,Lack of Service,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,93902475,15-0149-93902475,15-0149-93902475-Lack of Service
15-0149,DH,latino,male,Harassment,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,93902475,15-0149-93902475,15-0149-93902475-Harassment
15-0150,MW,white,male,Departmental Violation,Sustained Finding,Training/Counseling,1700 17TH DISTRICT,17,48021165,15-0150-48021165,15-0150-48021165-Departmental Violation
15-0150,MW,white,male,Physical Abuse,No Sustained Findings,Not Applicable,1700 17TH DISTRICT,17,48021165,15-0150-48021165,15-0150-48021165-Physical Abuse
15-0150,MW,white,male,Physical Abuse,No Sustained Findings,Not Applicable,1700 17TH DISTRICT,17,21098825,15-0150-21098825,15-0150-21098825-Physical Abuse
15-0150,MW,white,male,Departmental Violation,Sustained Finding,Training/Counseling,1700 17TH DISTRICT,17,21098825,15-0150-21098825,15-0150-21098825-Departmental Violation
15-0150,MW,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,1700 17TH DISTRICT,17,23153955,15-0150-23153955,15-0150-23153955-Unprofessional Conduct
15-0151,MO,white,male,Physical Abuse,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,20717737,15-0151-20717737,15-0151-20717737-Physical Abuse
15-0152,JC,white,male,Harassment,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,64698068,15-0152-64698068,15-0152-64698068-Harassment
15-0153,DR,white,male,Departmental Violation,Sustained Finding,Training/Counseling,5300 HIGHWAY PATROL,,82000162,15-0153-82000162,15-0153-82000162-Departmental Violation
15-0153,DR,white,male,Harassment,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,88498918,15-0153-88498918,15-0153-88498918-Harassment
15-0153,DR,latino,male,Harassment,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,95329152,15-0153-95329152,15-0153-95329152-Harassment
15-0154,RS,black,male,Lack of Service,No Sustained Findings,Not Applicable,7700 AIRPORT,,54162523,15-0154-54162523,15-0154-54162523-Lack of Service
15-0155,RL,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,53367044,15-0155-53367044,15-0155-53367044-Unprofessional Conduct
15-0155,RL,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,17179452,15-0155-17179452,15-0155-17179452-Verbal Abuse
15-0156,DC,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,1200 12TH DISTRICT,12,45238191,15-0156-45238191,15-0156-45238191-Verbal Abuse
15-0156,DC,white,male,Physical Abuse,No Sustained Findings,Not Applicable,1200 12TH DISTRICT,12,88890478,15-0156-88890478,15-0156-88890478-Physical Abuse
15-0156,DC,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,1200 12TH DISTRICT,12,88890478,15-0156-88890478,15-0156-88890478-Verbal Abuse
15-0157,SB,black,male,Lack of Service,No Sustained Findings,Not Applicable,4922 RADIO ROOM,,88294984,15-0157-88294984,15-0157-88294984-Lack of Service
15-0158,JF,white,male,Lack of Service,No Sustained Findings,Not Applicable,3900 39TH DISTRICT,39,18990480,15-0158-18990480,15-0158-18990480-Lack of Service
15-0159,AG,white,male,Lack of Service,No Sustained Findings,Not Applicable,1700 17TH DISTRICT,17,29333764,15-0159-29333764,15-0159-29333764-Lack of Service
15-0160,KD,black,male,Lack of Service,Sustained Finding,Training/Counseling,1900 19TH DISTRICT,19,41164495,15-0160-41164495,15-0160-41164495-Lack of Service
15-0160,KD,white,male,Lack of Service,Sustained Finding,Training/Counseling,1900 19TH DISTRICT,19,18297483,15-0160-18297483,15-0160-18297483-Lack of Service
15-0161,EP,white,male,Departmental Violation,No Sustained Findings,Not Applicable,2400 24TH DISTRICT,24,59235803,15-0161-59235803,15-0161-59235803-Departmental Violation
15-0161,EP,white,male,Other Misconduct,No Sustained Findings,Not Applicable,2400 24TH DISTRICT,24,59235803,15-0161-59235803,15-0161-59235803-Other Misconduct
15-0162,TS,white,male,Harassment,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,12219125,15-0162-12219125,15-0162-12219125-Harassment
15-0162,TS,white,male,Departmental Violation,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,12219125,15-0162-12219125,15-0162-12219125-Departmental Violation
15-0163,SR,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,4500 CENTER CITY DISTRIC,,22528764,15-0163-22528764,15-0163-22528764-Unprofessional Conduct
15-0163,SR,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,4500 CENTER CITY DISTRIC,,84958230,15-0163-84958230,15-0163-84958230-Unprofessional Conduct
15-0164,AM,white,male,Lack of Service,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,14892751,15-0164-14892751,15-0164-14892751-Lack of Service
15-0164,AM,white,male,Lack of Service,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,55615808,15-0164-55615808,15-0164-55615808-Lack of Service
15-0165,MK,asian,male,Verbal Abuse,No Sustained Findings,Not Applicable,1800 18TH DISTRICT,18,87506372,15-0165-87506372,15-0165-87506372-Verbal Abuse
15-0165,MK,asian,male,Departmental Violation,No Sustained Findings,Not Applicable,1800 18TH DISTRICT,18,87506372,15-0165-87506372,15-0165-87506372-Departmental Violation
15-0165,MK,asian,male,Verbal Abuse,No Sustained Findings,Not Applicable,1800 18TH DISTRICT,18,87506372,15-0165-87506372,15-0165-87506372-Verbal Abuse
15-0165,MK,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,1800 18TH DISTRICT,18,40046464,15-0165-40046464,15-0165-40046464-Verbal Abuse
15-0166,GM,white,male,Departmental Violation,No Sustained Findings,Not Applicable,9807 SUPP POLICE SERVICE,,57317659,15-0166-57317659,15-0166-57317659-Departmental Violation
15-0166,GM,white,male,Physical Abuse,No Sustained Findings,Not Applicable,9807 SUPP POLICE SERVICE,,57317659,15-0166-57317659,15-0166-57317659-Physical Abuse
15-0167,JA,black,male,Domestic,Sustained Finding,Guilty Finding,9815 NARCOTICS BUREAU,,24791261,15-0167-24791261,15-0167-24791261-Domestic
15-0168,SF,asian,male,Verbal Abuse,Sustained Finding,Training/Counseling,1800 18TH DISTRICT,18,87506372,15-0168-87506372,15-0168-87506372-Verbal Abuse
15-0168,SF,asian,male,Physical Abuse,No Sustained Findings,Not Applicable,1800 18TH DISTRICT,18,87506372,15-0168-87506372,15-0168-87506372-Physical Abuse
15-0168,SF,white,male,Verbal Abuse,Sustained Finding,Training/Counseling,1900 19TH DISTRICT,19,46706239,15-0168-46706239,15-0168-46706239-Verbal Abuse
15-0169,,,,No C.A.P. Investigation,Not Applicable,Not Applicable,,,,15-0169-,15-0169--No C.A.P. Investigation
15-0170,JN,white,male,Lack of Service,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,56774179,15-0170-56774179,15-0170-56774179-Lack of Service
15-0170,JN,white,male,Lack of Service,No Sustained Findings,Not Applicable,0600 06TH DISTRICT,6,95351983,15-0170-95351983,15-0170-95351983-Lack of Service
15-0170,JN,other,male,Lack of Service,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,58880121,15-0170-58880121,15-0170-58880121-Lack of Service
15-0171,VG,latino,female,No C.A.P. Investigation,Not Applicable,Not Applicable,6400 NORTHEAST DET,,94354974,15-0171-94354974,15-0171-94354974-No C.A.P. Investigation
15-0172,AM,white,male,Unprofessional Conduct,Sustained Finding,Guilty Finding,0300 03RD DISTRICT,3,22954484,15-0172-22954484,15-0172-22954484-Unprofessional Conduct
15-0173,LJ,black,male,Lack of Service,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,70527688,15-0173-70527688,15-0173-70527688-Lack of Service
15-0173,LJ,black,male,Lack of Service,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,83072358,15-0173-83072358,15-0173-83072358-Lack of Service
15-0174,JC,white,male,Harassment,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,64698068,15-0174-64698068,15-0174-64698068-Harassment
15-0174,JC,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,64698068,15-0174-64698068,15-0174-64698068-Verbal Abuse
15-0175,JS,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,3900 39TH DISTRICT,39,55492555,15-0175-55492555,15-0175-55492555-Verbal Abuse
15-0177,JN,black,female,Harassment,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,85274774,15-0177-85274774,15-0177-85274774-Harassment
15-0177,JN,black,female,Departmental Violation,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,85274774,15-0177-85274774,15-0177-85274774-Departmental Violation
15-0178,TC,white,male,Departmental Violation,Sustained Finding,Training/Counseling,6500 SOUTHWEST DET,,70714113,15-0178-70714113,15-0178-70714113-Departmental Violation
15-0178,TC,white,male,Criminal Allegation,No Sustained Findings,Not Applicable,6500 SOUTHWEST DET,,70714113,15-0178-70714113,15-0178-70714113-Criminal Allegation
15-0179,RS,latino,male,Lack of Service,Sustained Finding,Training/Counseling,1500 15TH DISTRICT,15,59060880,15-0179-59060880,15-0179-59060880-Lack of Service
15-0179,RS,white,male,Lack of Service,Sustained Finding,Training/Counseling,1500 15TH DISTRICT,15,64596788,15-0179-64596788,15-0179-64596788-Lack of Service
15-0180,JS,white,male,Physical Abuse,No Sustained Findings,Not Applicable,2600 26TH DISTRICT,26,11073457,15-0180-11073457,15-0180-11073457-Physical Abuse
15-0181,WB,white,male,Departmental Violation,Sustained Finding,Training/Counseling,6600 NORTHWEST DETECTIVE,,30936395,15-0181-30936395,15-0181-30936395-Departmental Violation
15-0181,WB,white,male,Departmental Violation,No Sustained Findings,Not Applicable,6600 NORTHWEST DETECTIVE,,30936395,15-0181-30936395,15-0181-30936395-Departmental Violation
15-0182,RG,white,male,Departmental Violation,Sustained Finding,Training/Counseling,0700 07TH DISTRICT,7,33371583,15-0182-33371583,15-0182-33371583-Departmental Violation
15-0182,RG,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,0700 07TH DISTRICT,7,94594270,15-0182-94594270,15-0182-94594270-Unprofessional Conduct
15-0182,RG,white,female,Departmental Violation,Sustained Finding,Training/Counseling,0700 07TH DISTRICT,7,76296197,15-0182-76296197,15-0182-76296197-Departmental Violation
